CHG_TICKET_ID,CHG_TITLE,CHG_TYPE,REQUEST_TEAM,REQUESTER_ID,APPROVER_ID,CHG_STATUS,PLANNED_DT,APPLIED_DT,ROLLBACK_YN,IMPACT_LEVEL,RELATED_DESC,TRIGGERED_BY_INCIDENT_ID
CHG_20260711_014,좌측/상단 메뉴에 ITSM관리·경영관리 항목 추가(사이드바/네비게이션 5개 메뉴로 확장),표준,정보화기획팀,USR_001,USR_001,완료,2026-07-11,2026-07-11,N,중간,"경영관리 업무보고 목록이 홈 대시보드 하단 패널에 묻혀 있어 접근성이 낮다는 피드백에 따라, 정적 HTML은 nav.js에 ITSM관리(홈)·경영관리 항목을 추가해 5개 메뉴로 확장하고 신규 경영관리.html 페이지(업무보고 5건 링크)를 만들어 홈 화면의 패널은 제거. Streamlit은 st.navigation()+st.Page()로 메인 스크립트(홈.py)를 사이드바 라벨 ""ITSM관리""로 명명하고 pages/4_경영관리.py(동일 업무보고 링크)를 정식 사이드바 항목으로 추가 — 파일명(홈.py)은 Streamlit Cloud 배포 설정(Main file path) 유지를 위해 바꾸지 않음. 이 작업 중 st.altair_chart(width=""stretch"")가 실제로는 지원되지 않는 파라미터라 대시보드 첫 화면이 계속 에러나던 회귀(CHG_20260711_009에서 유입)를 함께 발견해 use_container_width=True로 되돌려 수정. 경영관리.html을 CFG_WEB_023으로 신규 등록.",
CHG_20260711_015,경영관리 업무보고 목록에 WBS 진척현황 아티팩트 링크 추가(새 창),표준,정보화기획팀,USR_001,USR_001,완료,2026-07-11,2026-07-11,N,낮음,"ITIL v4 기반 WBS 산출물을 경영관리 화면에서 바로 열람할 수 있도록 요청받아, 정적 HTML(경영관리.html)과 Streamlit(pages/4_경영관리.py) 업무보고 목록 맨 아래에 ""WBS:"" 항목으로 링크 추가. 마크다운 기본 링크는 같은 탭에서 열려 new window 요청에 맞춰 raw HTML(target=""_blank"" rel=""noopener"")로 별도 구현.",
CHG_20260711_016,경영관리 페이지에 비밀번호 접근 게이트 신설,표준,정보화기획팀,USR_001,USR_001,완료,2026-07-11,2026-07-11,N,중간,"경영관리 업무보고 내용 보호를 위한 보안장치 아이디어 검토 후, 1안(Streamlit 비밀번호 게이트)으로 우선 구현하기로 결정. pages/4_경영관리.py에 st.secrets 기반 비밀번호 확인 로직(check_password)을 추가해 정답 입력 전에는 st.stop()으로 본문(업무보고 링크 목록)을 차단하고, 세션 내 인증 상태는 st.session_state로 유지. 실제 비밀번호(MGMT_PASSWORD)는 코드에 하드코딩하거나 커밋하지 않고 .streamlit/secrets.toml(로컬, .gitignore 처리)/Streamlit Cloud Secrets 설정(배포판)에서만 관리하도록 분리 — 커밋 대상은 값이 없는 .streamlit/secrets.toml.example 템플릿뿐.",
CHG_20260711_017,대시보드 전면 리디자인 — 경영진 관제형(다크+앰버 액센트) 테마 적용 및 차트 라이브러리 도입,표준,정보화기획팀,USR_001,USR_001,완료,2026-07-11,2026-07-11,N,중간,"이사님 피드백(""인터페이스/그래픽이 옛날 방식"")에 따라 두 가지 리디자인 시안(A. 조용한 운영형 / B. 경영진 관제형)을 Artifact로 제시, B(다크 캔버스+앰버 액센트+글로우 KPI)로 확정하고 향후 디자인 기조로 채택. 정적 HTML: 손으로 그리던 막대그래프를 Chart.js(CDN)로 교체해 호버 툴팁·애니메이션 적용, style.css 전체 색상 토큰을 관제형 다크 팔레트로 교체(라이트모드 분기 제거, 단일 테마로 고정), 패널/카드에 그림자·글로우·언더라인 등 인터랙티브 디테일 추가. Streamlit: st.altair_chart를 plotly(go.Bar, 앰버 그라데이션)로 교체하고 .streamlit/config.toml에 동일 팔레트의 커스텀 테마를 신설, KPI 지표를 st.container(border=True)로 카드화. requirements.txt에 plotly 추가.",
CHG_20260711_018,차트 라이브러리를 ApexCharts로 교체(BI/관제 툴 느낌 강화) 및 구성관리 배치도 좌측정렬,표준,정보화기획팀,USR_001,USR_001,완료,2026-07-11,2026-07-11,N,중간,"다크+앰버 테마 적용 후에도 ""BI/관제 툴(Grafana/PowerBI) 느낌""을 더 원한다는 피드백에 따라 ECharts/ApexCharts 두 후보를 실제 데이터로 라이브 데모(Artifact)해서 제시, ApexCharts로 확정(""후보 2 더 보기 좋다""). 정적 HTML(script.js/index.html): Chart.js를 ApexCharts(CDN)로 교체. Streamlit(홈.py): Plotly를 제거하고 st.components.v1.html로 동일 ApexCharts 차트를 임베딩(파이썬 전용 바인딩이 없어 HTML 임베드 방식 채택), 더 이상 쓰지 않는 plotly/altair를 requirements.txt에서 제거. 구성관리 페이지의 5층 건물 3D 배치도가 패널 중앙에 떠 있어 어색하다는 지적에 따라 .building-stage를 좌측정렬로 변경.",
CHG_20260711_019,변경관리 페이지에 CRUD 등록/조회화면 구현(구성관리와 동일 패턴),표준,정보화기획팀,USR_001,USR_001,완료,2026-07-11,2026-07-11,N,중간,"pages/1_변경관리.py에 상태 선택(selectbox) -> 해당 상태 변경요청 목록 조회(st.dataframe), 변경요청 추가(폼)/삭제(선택+확인) 기능을 구현. CHANGE.csv를 직접 읽고 쓰며, TRIGGERED_BY_INCIDENT_ID는 INCIDENT.csv의 실제 장애 ID를 선택해 연결 가능. WBS 진척률 반영: #1 변경관리 80%->100%(완료).",
CHG_20260711_020,좌측 사이드바 메뉴를 13개 도메인 폴더 구조와 일치시킴(신규 10개 조회화면 추가),표준,정보화기획팀,USR_001,USR_001,완료,2026-07-11,2026-07-11,N,중간,"이사님(사용자) 요청에 따라 좌측 사이드바 메뉴가 실제 wiki 폴더 구조와 어긋나 있던 문제(6~15번 신규 도메인 10개가 UI에 노출되지 않음)를 해결. domain_view.py 공통 헬퍼(README 요약+CSV 테이블 조회)를 신설하고 pages/6_문제관리.py~pages/15_백업관리.py 10개 래퍼 페이지를 추가, 홈.py의 st.navigation() 목록을 폴더 순서(1·2·3·6~15, 4_경영관리는 맨 끝)로 재정렬. streamlit.testing.v1.AppTest로 14개 페이지 전체 무예외 렌더링 확인. 정적 HTML(nav.js) 상단 메뉴는 이번 범위에서 제외.",
CHG_20260712_001,경영관리에 통합 데이터 모델 ERD(논리/물리) 신규 페이지 추가,표준,정보화기획팀,USR_001,USR_001,완료,2026-07-12,2026-07-12,N,중간,"경영관리 업무보고 목록의 WBS 링크 아래에 ERD 링크를 신설. 13개 ITIL practice 도메인 + CI_HISTORY까지 총 26개 테이블(마스터 13, 연결테이블 12, CI_HISTORY 1) 전체 컬럼을 반영한 논리/물리 두 모델을 Mermaid.js(CDN)로 렌더링하는 5_ITSM관리/ERD.html을 신규 작성하고, 토글 버튼으로 두 모델을 전환. Streamlit 버전은 pages/16_ERD.py에서 ERD.html의 다이어그램 정의를 그대로 재사용해 components.html로 임베딩(구성관리 CRUD와 동일하게 정적 HTML을 유일 원본으로 유지). 외부 라이브러리(Mermaid.js) 사용 여부는 사전에 사용자 승인을 받음. 개발 중 Mermaid가 display:none 요소의 자기참조(CI-CI, BACKUP-BACKUP) 엣지를 NaN 좌표로 깨뜨리는 문제와, svg width=100%로 인해 물리 모델(26개 테이블)이 읽을 수 없이 축소되는 문제를 playwright 헤드리스 브라우저로 재현·검증 후 각각 visibility:hidden 토글 방식과 viewBox 기반 네이티브 픽셀 크기 강제 지정으로 수정.",
CHG_20260712_002,"ERD 페이지 전체 폭 활용, 컬럼명 한글(영어) 표기, 확대/축소·드래그 이동 인터랙션 추가",표준,정보화기획팀,USR_001,USR_001,완료,2026-07-12,2026-07-12,N,낮음,"ERD 화면이 본문 폭 제한(main{max-width:1120px})에 갇혀 좁게 보인다는 피드백에 따라 ERD 페이지 전용 클래스(erd-wide-main)로 폭 제한을 풀어 화면 끝까지 사용. 전체 26개 테이블의 모든 컬럼명을 Mermaid attribute comment 문법(""한글명(ENGLISH_NAME)"")으로 표기(예: CI_ID -> 구성항목 ID(CI_ID)) - 매핑 테이블 포함 90여개 고유 컬럼 번역을 Python 스크립트로 생성해 오타 위험을 줄임. 글자 크기를 줄이는 대신, 뷰포트(70vh, overflow hidden)+CSS transform(scale/translate)로 마우스 휠 확대/축소와 드래그 이동이 가능한 인터랙티브 캔버스를 구현해 한눈에 보기와 확대 보기를 모두 지원. 정적 HTML(ERD.html)과 Streamlit(pages/16_ERD.py) 양쪽에 동일 적용. playwright로 확대/축소/드래그/모델전환 시 모두 정상 동작하고 콘솔 에러가 없음을 확인.",
CHG_20260712_003,변경요청 조회 표의 컬럼 헤더를 한글로 치환,표준,정보화기획팀,USR_001,USR_001,완료,2026-07-12,2026-07-12,N,낮음,"pages/1_변경관리.py의 변경요청 조회 st.dataframe 헤더가 CHG_TICKET_ID 등 원본 CSV 컬럼명 그대로 노출되던 것을, ERD 작업에서 만든 것과 동일한 한글 라벨(COLUMN_LABELS_KO 딕셔너리, 예: CHG_TICKET_ID -> 변경 티켓 ID)로 표시만 치환(rename). CHANGE.csv 원본 컬럼명/데이터는 변경 없음, 조회 화면 표시만 영향.",
CHG_20260712_004,전체 관리 페이지(장애·문제·배포·요청·SLA·형상·운영상태·이벤트·테스트·연계·백업)에 변경관리와 동일한 CRUD 화면 구현,표준,정보화기획팀,USR_001,USR_001,완료,2026-07-12,2026-07-12,N,중간,"변경관리 CRUD 화면(상태 선택 -> 목록 조회, 하단 등록/삭제) 패턴을 전체 관리 페이지로 확장. pages/2_장애관리.py(placeholder였음)를 포함해 pages/6_문제관리.py~15_백업관리.py 10개 페이지를 읽기 전용 domain_view.render_domain_page()에서 각 도메인 CSV를 직접 읽고 쓰는 완전한 CRUD로 교체(상태/결과 선택 필터, 등록 폼, 삭제). 각 데이터셋 구성에 맞춰 필드 구성: PROBLEM_TYPE(REACTIVE/PROACTIVE), DEPLOY_STATUS(계획/빌드/테스트/배포완료/롤백), TEST_RESULT(PASS/FAIL/보류) 등 도메인별 ENUM을 각 README 필드정의에 맞춰 selectbox로 구성. 다른 도메인을 참조하는 FK 필드(예: 장애관리의 CAUSED_BY_CHG_TICKET_ID, 이벤트관리의 CI_ID/SOURCE_OPS_ID/ESCALATED_INCIDENT_ID, 백업관리의 자기참조 RESTORED_FROM_BACKUP_ID 등)는 해당 CSV의 실제 ID 목록을 selectbox로 불러와 연결. 반복되는 로드/저장/ID채번/FK조회 로직은 crud_helpers.py로, 90여개 컬럼의 한글 라벨은 column_labels.py로 공통화(ERD 작업의 한글(영어) 번역을 재사용)해 11개 페이지가 중복 없이 동일 패턴을 쓰도록 함. 더 이상 쓰이지 않는 domain_view.py는 삭제. streamlit.testing.v1.AppTest로 15개 페이지 전체 무예외 확인 후, 요청관리·이벤트관리·백업관리(자기참조 FK 포함)·장애관리 4개 페이지는 실제 등록 폼 제출->CSV 반영->삭제까지 전체 왕복을 자동화 테스트로 실행해 검증(테스트 데이터는 검증 후 삭제해 원상 복구). 실제 Streamlit 서버+playwright로 11개 페이지 전체의 표 헤더가 한글로 정상 렌더링되고 콘솔 에러가 없음을 확인.",
CHG_20260712_005,경영관리에 구축산출물 폴더 신설(테스트결과서·프로그램명세서·DB명세서·아키텍처결과서·표준정의서 5종 PDF),표준,정보화기획팀,USR_001,USR_001,완료,2026-07-12,2026-07-12,N,낮음,"전체 관리 페이지 CRUD 구현(CHG_20260712_004) 완료에 따른 15개 페이지 기능테스트 결과를 근거로, 4_경영관리/구축산출물/ 폴더를 신설하고 다음 5종 문서를 컬러 PDF로 발행: (1) 테스트결과서-기능테스트(ITSM-TST-2026-001, 15개 페이지 PASS 15/15, 실등록/삭제 왕복 검증 4건 상세), (2) 프로그램명세서(ITSM-PGM-2026-001, 19개 Streamlit 프로그램 + 정적 HTML 버전 목록), (3) 데이터베이스명세서(ITSM-DB-2026-001, 26개 테이블 전체 컬럼/PK-FK, ERD 물리 모델과 동일 스키마 데이터 재사용), (4) 아키텍처결과서(ITSM-ARC-2026-001, 3계층 구성도·배포 아키텍처·기술스택·향후 고려사항), (5) 표준정의서(용어,도메인)(ITSM-STD-2026-001, ITIL 용어 16종·폴더 번호 체계·ID 채번 규칙·도메인별 STATUS 값 표준). 기존 _업무보고 PDF와 동일한 문서 양식(작성/검토/승인 서명란 포함)을 재사용해 일관성 유지. Playwright(Chromium headless)의 page.pdf()로 HTML을 PDF 변환. 구축산출물목록.md 카탈로그 신설, 경영관리 페이지(정적 HTML·Streamlit) 업무보고 목록 아래 신규 패널로 5개 링크 추가.",
CHG_20260712_006,필드값 없는 변경 티켓 9건 정리(CI·CHANGE_CI_MAP 참조 포함 일괄 정리),표준,정보화기획팀,USR_001,USR_001,완료,2026-07-12,2026-07-12,N,중간,"CHANGE.csv 전체를 검토한 결과 CHG_TICKET_ID만 있고 나머지 필드가 전부 공란인 레거시 9건(CHG-2026-001~003, CHG_20260302_001, CHG_20260315_002, CHG_20260410_001, CHG_20260512_003, CHG_20260601_005, CHG_20260611_002 — 명명 규칙도 현재 표준(PREFIX_YYYYMMDD_NNN)과 다르고 날짜도 프로젝트 시작 이전인 2026년 3~6월)을 발견. 단순 고아 데이터로 보고 바로 삭제하려 했으나, 3_구성관리 CI.csv 60건과 CHANGE_CI_MAP.csv 60건이 이 티켓들을 ""최초 등록 변경""으로 실제 참조 중임을 확인해 사용자에게 처리 방식을 확인(삭제 시 참조 무결성이 깨지는 문제 안내). 삭제+참조 정리로 결정해 (1) CHANGE.csv에서 9건 삭제, (2) CI.csv 60건의 CHG_TICKET_ID를 공란으로 정리(자산 자체는 유지), (3) CHANGE_CI_MAP.csv에서 대응 매핑 60건(MAP_0001~0060) 삭제를 한 번에 처리. 삭제 후 CI.csv/CHANGE_CI_MAP.csv 어디에도 해당 9개 티켓에 대한 참조가 남아있지 않음을 재확인.",
CHG_20260712_007,실데이터 없던 7개 관리 화면에 가상 예시 데이터 1건씩 등록,표준,정보화기획팀,USR_001,USR_001,완료,2026-07-12,2026-07-12,N,낮음,"요청관리·서비스수준관리·형상관리·운영상태관리·이벤트관리·연계관리·백업관리 7개 도메인은 스키마만 있고 실데이터가 0건이라 관리 화면이 항상 빈 표로 보이던 것을, 각 1건씩 가상(예시) 데이터를 등록해 화면 구조를 바로 확인할 수 있게 함: REQ_20260712_001, SLA_20260712_001(DEPLOY_ID=DEP_20260711_005 연결), BSL_20260712_001, OPS_20260712_001, EVT_20260712_001(CI_ID=CFG_WEB_019·SOURCE_OPS_ID=OPS_20260712_001 연결), INTF_20260712_001(VALIDATED_BY_TEST_ID=TST_20260711_001·BASELINE_ID=BSL_20260712_001 연결), BAK_20260712_001. 모든 예시 데이터의 제목/서비스명 등 표시 필드에 ""(예시)"" 접두어를 붙이고 DESC/NOTE가 있는 경우 ""화면 구조 확인용 예시(가상) 데이터"" 문구를 남겨 실데이터와 혼동되지 않도록 함. streamlit.testing.v1.AppTest로 15개 페이지 전체 무예외 확인.",
CHG_20260712_008,통합 초기 베이스라인 v1.0 확정 및 자산-형상 DB 연결 스키마 개선,표준,정보화기획팀,USR_001,USR_001,완료,2026-07-12,2026-07-12,N,중간,"자산관리(3_구성관리 CI.csv)에 등록된 전체 자산 312건(인력 30·응용 24·인프라 258)을 대상으로 통합 초기 베이스라인 v1.0을 공식 확정. (1) DB 검토: BASELINE_CI_MAP.csv를 점검한 결과 MAP_ID·BASELINE_ID·CI_ID·NOTE 4개 컬럼만 있고 실데이터 0건으로, 버전 스냅샷·영역 구분·편입일시를 추적할 수단이 없었음. BASELINE_VERSION(편입시점 버전 스냅샷)·BASELINE_AREA(인력/응용/인프라)·APPLIED_DT 3개 컬럼을 신규 설계해 스키마에 반영(정규화를 깨지 않는 절충안, 근거는 초기 베이스라인 정의서 5장). (2) 데이터 반영: 공식 베이스라인 BSL_20260712_002를 BASELINE.csv에 등록하고, CI.csv 전체 312건을 CI_TYPE 기준 자동 분류(HUMAN->인력, WEB_PAGE->응용, 그 외->인프라)해 BASELINE_CI_MAP에 일괄 편입 — 자산관리와 형상관리 간 추적 연결이 설계만 있던 상태에서 실운영 데이터로 처음 채워짐. (3) 문서화: 초기 베이스라인 정의서 v1.0(ITSM-BSL-2026-001)을 인력/응용/인프라 베이스라인, DB 스키마 검토, 문서관리 메타정보 포함 공식 PDF로 발행해 경영관리 구축산출물에 등록. (4) 부가 발견: 저장소 requirements.txt에 streamlit/pandas 버전이 고정되어 있지 않던 것을 발견해 실제 검증된 버전(streamlit==1.50.0, pandas==2.3.3)으로 고정. ERD(ERD.html, BASELINE_CI_MAP 물리 모델)·column_labels.py도 신규 컬럼 반영. streamlit.testing.v1.AppTest로 15개 페이지 전체 무예외 확인.",
CHG_20260712_009,초기 베이스라인 정의서 v1.1(DDL 개정판) 발행,표준,정보화기획팀,USR_001,USR_001,완료,2026-07-12,2026-07-12,N,낮음,"ITSM-BSL-2026-001(초기 베이스라인 정의서) v1.0의 개정판 v1.1을 발행. v1.0은 BASELINE_CI_MAP 개선 스키마를 서술형 표로만 제시했으나, v1.1은 실행 가능한 SQL DDL(CREATE TABLE BASELINE / BASELINE_CI_MAP, PK·FK·CHECK·UNIQUE 제약조건, ALTER TABLE 마이그레이션 구문)을 명시하고 ERD 관계도(ASCII), 목차, 공단 직인 날인란을 추가로 반영. 근거 데이터(자산 312건, 조직도, 응용/인프라 목록)는 v1.0과 동일(3_구성관리/CI.csv, 10_형상관리/BASELINE.csv·BASELINE_CI_MAP.csv). v1.0 원본은 그대로 보존하고 별도 파일(20260712_초기베이스라인정의서_v1.1.pdf)로 신규 발행. 경영관리 페이지(정적 HTML·Streamlit) 구축산출물 목록에 링크 추가.",
